,종가,거래량,기관매매량,외국인매매량,외국인보유율
2010-03-09,104000.0,1521048.0,-164604.0,-194748.0,30.31
2010-03-10,106500.0,1280537.0,20177.0,-28409.0,30.29
2010-03-11,106500.0,1161313.0,44263.0,64763.0,30.33
2010-03-12,107000.0,586433.0,-3067.0,67587.0,30.42
2010-03-15,105000.0,831076.0,-235253.0,118451.0,30.5
2010-03-16,104500.0,1049676.0,-37369.0,-468996.0,30.18
2010-03-17,107500.0,1621555.0,203233.0,29277.0,30.2
2010-03-18,108500.0,1081332.0,-74963.0,411579.0,30.45
2010-03-19,109000.0,862360.0,-65182.0,174004.0,30.57
2010-03-22,107000.0,746454.0,-60134.0,-13519.0,30.56
2010-03-23,106500.0,1572690.0,-63142.0,-103111.0,30.5
2010-03-24,108500.0,1460918.0,14877.0,271865.0,30.68
2010-03-25,115500.0,3526993.0,276359.0,786163.0,31.22
2010-03-26,117000.0,2170007.0,-142111.0,1018932.0,31.93
2010-03-29,117000.0,1205706.0,-104149.0,438059.0,32.23
2010-03-30,117500.0,1084259.0,-335240.0,539699.0,32.6
2010-03-31,115000.0,992987.0,-230464.0,325634.0,32.83
2010-04-01,119000.0,1891922.0,197714.0,379768.0,33.09
2010-04-02,121500.0,1822946.0,486583.0,80121.0,33.16
2010-04-05,122000.0,987981.0,124100.0,49281.0,33.17
2010-04-06,123000.0,984386.0,120825.0,270091.0,33.36
2010-04-07,119000.0,1260372.0,74640.0,-15821.0,33.34
2010-04-08,120000.0,935419.0,109641.0,-146813.0,33.24
2010-04-09,119000.0,916911.0,-28871.0,208480.0,33.39
2010-04-12,117500.0,681979.0,12280.0,50369.0,33.43
2010-04-13,119000.0,810874.0,273830.0,-129766.0,33.33
2010-04-14,123500.0,1971920.0,210737.0,90573.0,33.39
2010-04-15,124000.0,1376990.0,188054.0,267502.0,33.58
2010-04-16,123000.0,701077.0,63294.0,-2041.0,33.58
2010-04-19,122500.0,686527.0,42808.0,208703.0,33.72
2010-04-20,122000.0,740486.0,13874.0,-62145.0,33.67
2010-04-21,123500.0,1092429.0,163677.0,1726.0,33.67
2010-04-22,123000.0,699358.0,-98231.0,169189.0,33.79
2010-04-23,124000.0,950116.0,2217.0,128294.0,33.88
2010-04-26,124500.0,917527.0,11934.0,38241.0,33.91
2010-04-27,128000.0,2088948.0,800739.0,-122724.0,33.81
2010-04-28,127500.0,2046509.0,685225.0,-226920.0,33.6
2010-04-29,124000.0,1602805.0,29124.0,39133.0,33.63
2010-04-30,122000.0,1929786.0,-228024.0,101692.0,33.68
2010-05-03,119500.0,979425.0,25203.0,-124102.0,33.6
2010-05-04,115500.0,2073743.0,-308693.0,-293592.0,33.39
2010-05-06,114500.0,1068032.0,31061.0,16801.0,33.41
2010-05-07,113500.0,1895493.0,444591.0,-619679.0,32.98
2010-05-10,117000.0,1101941.0,-85992.0,93748.0,33.0
2010-05-11,116500.0,983267.0,34053.0,-2824.0,33.02
2010-05-12,113000.0,2028234.0,-696150.0,273513.0,33.21
2010-05-13,113000.0,1243784.0,-591543.0,125400.0,33.29
2010-05-14,111500.0,1646382.0,-506110.0,168476.0,33.41
2010-05-17,109000.0,1196806.0,-182788.0,61664.0,33.45
2010-05-18,105000.0,1799564.0,4422.0,-323743.0,33.23
2010-05-19,103000.0,1988691.0,-480864.0,-37327.0,33.21
2010-05-20,101000.0,1754425.0,-294238.0,-188730.0,33.08
2010-05-24,102000.0,1601834.0,-270520.0,71649.0,33.14
2010-05-25,99700.0,1799840.0,-376678.0,87469.0,33.2
2010-05-26,100000.0,1438420.0,-270936.0,124147.0,33.29
2010-05-27,102000.0,1393279.0,-356536.0,164019.0,33.4
2010-05-28,102000.0,1585272.0,-463641.0,79636.0,33.46
2010-05-31,104000.0,942330.0,-233288.0,198573.0,33.6
2010-06-01,105000.0,749727.0,-78209.0,141013.0,33.7
2010-06-03,108500.0,1166914.0,-137573.0,403703.0,33.98
2010-06-04,106000.0,963417.0,-103016.0,-88414.0,33.9
2010-06-07,102000.0,1715991.0,-64248.0,-556101.0,33.51
2010-06-08,101000.0,1713172.0,-264198.0,-631860.0,33.08
2010-06-09,98500.0,4170408.0,-1646916.0,497042.0,33.42
2010-06-10,96400.0,3237872.0,-168690.0,-1368807.0,32.47
2010-06-11,94600.0,3291401.0,8679.0,-463939.0,32.18
2010-06-14,96300.0,2078919.0,-64277.0,-80474.0,32.13
2010-06-15,96400.0,1519430.0,-127652.0,-48626.0,32.09
2010-06-16,95900.0,1531989.0,-363883.0,22700.0,32.11
2010-06-17,97700.0,1607157.0,-191074.0,364740.0,32.36
2010-06-18,97300.0,1086075.0,-139334.0,-51667.0,32.3
2010-06-21,96900.0,1561629.0,-80400.0,-146717.0,32.19
2010-06-22,95400.0,2161466.0,-615959.0,-115304.0,32.11
2010-06-23,94600.0,867724.0,-128594.0,31995.0,32.13
2010-06-24,95200.0,1109357.0,-86049.0,-186025.0,32.0
2010-06-25,95500.0,1281984.0,-21429.0,-5155.0,32.0
2010-06-28,94600.0,879298.0,-53667.0,-49219.0,31.97
2010-06-29,92800.0,1240184.0,-271243.0,47020.0,32.0
2010-06-30,94000.0,1273028.0,-105975.0,210282.0,32.14
2010-07-01,93000.0,889389.0,-161409.0,168566.0,32.26
2010-07-02,94400.0,1141810.0,-76299.0,173995.0,32.38
2010-07-05,94000.0,728561.0,-34319.0,-63122.0,32.34
2010-07-06,97900.0,2344264.0,289163.0,34024.0,32.36
2010-07-07,96400.0,1511042.0,-36997.0,-130498.0,32.27
2010-07-08,97500.0,906632.0,-14897.0,169166.0,32.46
2010-07-09,97600.0,1106819.0,-80602.0,170799.0,32.58
2010-07-12,98100.0,997959.0,-54338.0,255370.0,32.75
2010-07-13,99400.0,1398512.0,115130.0,388609.0,33.02
2010-07-14,100000.0,1198365.0,-43359.0,284960.0,33.22
2010-07-15,99200.0,901239.0,-200289.0,393156.0,33.49
2010-07-16,98700.0,912303.0,-106779.0,312318.0,33.7
2010-07-19,97500.0,586693.0,4034.0,-39981.0,33.68
2010-07-20,99300.0,1106568.0,43876.0,-65434.0,33.63
2010-07-21,99400.0,654969.0,2649.0,29185.0,33.66
2010-07-22,97800.0,565603.0,-20008.0,55506.0,33.69
2010-07-23,99300.0,673138.0,90080.0,76719.0,33.75
2010-07-26,103500.0,2462723.0,386311.0,136539.0,33.83
2010-07-27,104000.0,1518804.0,131939.0,147090.0,33.93
2010-07-28,101000.0,1782838.0,165729.0,254687.0,34.09
2010-07-29,100500.0,1235514.0,-59806.0,88990.0,34.15
2010-07-30,100500.0,620951.0,-6624.0,76535.0,34.2
2010-08-02,102500.0,761661.0,102834.0,37376.0,34.22
2010-08-03,106000.0,1819288.0,83668.0,524086.0,34.56
2010-08-04,106500.0,761163.0,80674.0,67790.0,34.6
2010-08-05,107500.0,1850248.0,177614.0,601475.0,35.0
2010-08-06,107000.0,1585657.0,233263.0,-200555.0,34.85
2010-08-09,107000.0,632769.0,7468.0,82691.0,34.9
2010-08-10,106000.0,751558.0,-4852.0,60410.0,34.94
2010-08-11,102500.0,1246852.0,-2008.0,-204365.0,34.8
2010-08-12,101000.0,730485.0,-14141.0,-46645.0,34.76
2010-08-13,102500.0,732996.0,-27732.0,8632.0,34.76
2010-08-16,103000.0,768119.0,-39300.0,110226.0,34.84
2010-08-17,105000.0,1114593.0,70638.0,187989.0,34.96
2010-08-18,107000.0,1480806.0,89201.0,423344.0,35.26
2010-08-19,105000.0,911321.0,40735.0,64824.0,35.28
2010-08-20,104000.0,651094.0,-126158.0,91807.0,35.34
2010-08-23,102000.0,1371523.0,-381811.0,92127.0,35.4
2010-08-24,101500.0,879423.0,-59431.0,-219125.0,35.25
2010-08-25,98500.0,1448271.0,106337.0,-402675.0,35.02
2010-08-26,96800.0,1231012.0,-66659.0,-300866.0,34.82
2010-08-27,96000.0,1379854.0,24122.0,-449782.0,34.46
2010-08-30,98000.0,733945.0,-77498.0,134512.0,34.55
2010-08-31,96400.0,747791.0,-101426.0,69546.0,34.6
2010-09-01,95800.0,992833.0,-222160.0,-81762.0,34.54
2010-09-02,96400.0,559006.0,-33543.0,20959.0,34.55
2010-09-03,98700.0,1591150.0,-135575.0,373923.0,34.81
2010-09-06,99100.0,509748.0,-73808.0,64226.0,34.86
2010-09-07,98700.0,531517.0,-19500.0,-34892.0,34.83
2010-09-08,96100.0,1291314.0,-336599.0,-13163.0,34.82
2010-09-09,96500.0,716913.0,-7860.0,-72948.0,34.77
2010-09-10,97200.0,728123.0,-19240.0,172936.0,34.89
2010-09-13,97400.0,507474.0,-8039.0,13513.0,34.9
2010-09-14,98000.0,685045.0,-154499.0,249156.0,35.07
2010-09-15,98800.0,551130.0,-39648.0,144978.0,35.17
2010-09-16,97900.0,638487.0,13740.0,78796.0,35.22
2010-09-17,102500.0,5208403.0,1993131.0,-1322122.0,34.3
2010-09-20,101500.0,1226490.0,131118.0,-107845.0,34.23
2010-09-24,97600.0,2129546.0,14507.0,-795426.0,33.68
2010-09-27,96500.0,1282703.0,-237929.0,-202609.0,33.54
2010-09-28,96000.0,1079462.0,-91939.0,-316602.0,33.35
2010-09-29,97000.0,1591924.0,-170445.0,-92847.0,33.29
2010-09-30,96100.0,1563142.0,-348877.0,95013.0,33.45
2010-10-01,96600.0,983241.0,138072.0,-204450.0,33.31
2010-10-04,95300.0,1605443.0,-169167.0,-449781.0,33.06
2010-10-05,95400.0,770152.0,-43601.0,-43112.0,33.03
2010-10-06,96400.0,1168899.0,64812.0,-38624.0,33.0
2010-10-07,97000.0,1010639.0,87374.0,-24432.0,32.98
2010-10-08,95900.0,940962.0,-87771.0,-35079.0,32.96
2010-10-11,95300.0,612390.0,-44610.0,6977.0,32.96
2010-10-12,95800.0,666297.0,-60257.0,158936.0,33.07
2010-10-13,97000.0,756767.0,154491.0,19348.0,33.09
2010-10-14,98600.0,1532826.0,252167.0,217241.0,33.24
2010-10-15,100500.0,1589570.0,385564.0,131097.0,33.32
2010-10-18,101000.0,1898740.0,757288.0,41585.0,33.31
2010-10-19,100500.0,1605999.0,522027.0,-101954.0,33.24
2010-10-20,102000.0,1143842.0,389306.0,54971.0,33.27
2010-10-21,103000.0,1066500.0,290610.0,-17052.0,33.26
2010-10-22,105000.0,1115759.0,279932.0,149152.0,33.36
2010-10-25,103500.0,931238.0,-47232.0,187494.0,33.49
2010-10-26,102000.0,754717.0,72740.0,-29005.0,33.47
2010-10-27,101000.0,839374.0,-78048.0,61169.0,33.49
2010-10-28,102000.0,777440.0,78334.0,99341.0,33.56
2010-10-29,99100.0,1266014.0,-219357.0,140601.0,33.66
2010-11-01,96900.0,1453363.0,-158646.0,-42634.0,33.63
2010-11-02,98100.0,778407.0,-223475.0,127738.0,33.7
2010-11-03,98200.0,573746.0,22032.0,84542.0,33.75
2010-11-04,97400.0,1022391.0,102199.0,-339344.0,33.51
2010-11-05,97900.0,767028.0,34558.0,-99629.0,33.38
2010-11-08,97800.0,702207.0,-271520.0,80041.0,33.43
2010-11-09,97800.0,374517.0,-100082.0,85754.0,33.48
2010-11-10,97600.0,836736.0,-463323.0,175993.0,33.6
2010-11-11,96600.0,1390847.0,38479.0,-112473.0,33.53
2010-11-12,95700.0,1019065.0,-161941.0,105794.0,33.6
2010-11-15,95200.0,1097309.0,27635.0,-382401.0,33.33
2010-11-16,93500.0,1911732.0,187909.0,-702931.0,32.79
2010-11-17,97500.0,1992817.0,650605.0,-209222.0,32.64
2010-11-18,101000.0,1972658.0,438994.0,24300.0,32.64
2010-11-19,101000.0,1133749.0,73070.0,157574.0,32.74
2010-11-22,104500.0,1903693.0,641681.0,-98210.0,32.67
2010-11-23,105000.0,1408060.0,396151.0,58105.0,32.69
2010-11-24,106000.0,1621804.0,487634.0,-81963.0,32.65
2010-11-25,106000.0,1023788.0,274208.0,-109909.0,32.58
2010-11-26,105000.0,900543.0,307148.0,-98787.0,32.51
2010-11-29,104000.0,526731.0,36250.0,21857.0,32.52
2010-11-30,103000.0,983801.0,112855.0,-84917.0,32.51
2010-12-01,103500.0,591227.0,43915.0,-46678.0,32.48
2010-12-02,105000.0,1266918.0,350154.0,-240760.0,32.31
2010-12-03,110000.0,2441283.0,590068.0,151353.0,32.38
2010-12-06,112000.0,1488139.0,215181.0,47088.0,32.43
2010-12-07,112000.0,1381922.0,-209091.0,423767.0,32.73
2010-12-08,112000.0,757759.0,-150684.0,311117.0,32.92
2010-12-09,114500.0,1278430.0,135641.0,57326.0,32.97
2010-12-10,114500.0,597432.0,43569.0,-21078.0,32.95
2010-12-13,112500.0,913377.0,-93756.0,117771.0,33.1
2010-12-14,112000.0,945066.0,-175542.0,281627.0,33.32
2010-12-15,113000.0,869398.0,-192104.0,96584.0,33.39
2010-12-16,115500.0,1178253.0,-11123.0,52725.0,33.43
2010-12-17,115500.0,975186.0,158965.0,-37443.0,33.38
2010-12-20,114500.0,854184.0,54653.0,235579.0,33.53
2010-12-21,116500.0,954220.0,78890.0,-7691.0,33.53
2010-12-22,116000.0,627033.0,-12163.0,87651.0,33.58
2010-12-23,113500.0,881280.0,-37964.0,116069.0,33.67
2010-12-24,113500.0,587898.0,77881.0,-6876.0,33.71
2010-12-27,114500.0,766720.0,-57606.0,97366.0,33.78
2010-12-28,114000.0,737864.0,91708.0,29821.0,33.8
2010-12-29,114000.0,518500.0,-53382.0,35812.0,33.83
2010-12-30,118000.0,1227302.0,311480.0,-103914.0,33.75
2011-01-03,120000.0,908345.0,163809.0,-28990.0,33.73
2011-01-04,118000.0,861170.0,-80682.0,-7230.0,33.73
2011-01-05,116000.0,820345.0,-183267.0,-42014.0,33.69
2011-01-06,115000.0,968305.0,-18454.0,-123730.0,33.6
2011-01-07,113500.0,1039365.0,-102700.0,-55769.0,33.56
2011-01-10,115000.0,829528.0,11188.0,29338.0,33.58
2011-01-11,114500.0,735001.0,-40961.0,33567.0,33.6
2011-01-12,112000.0,1126678.0,-187711.0,88251.0,33.68
2011-01-13,112500.0,709356.0,-139751.0,59047.0,33.72
2011-01-14,114000.0,731658.0,-131842.0,175042.0,33.84
2011-01-17,115500.0,894044.0,-13839.0,144355.0,33.94
2011-01-18,114000.0,1004813.0,99953.0,40508.0,33.96
2011-01-19,120500.0,2030859.0,388732.0,337500.0,34.18
2011-01-20,120500.0,955085.0,123241.0,16551.0,34.19
2011-01-21,122000.0,1482899.0,143652.0,188448.0,34.32
2011-01-24,123000.0,1153214.0,172316.0,88811.0,34.38
2011-01-25,122000.0,688083.0,-1430.0,86374.0,34.43
2011-01-26,121000.0,1806307.0,576275.0,-439297.0,34.12
2011-01-27,120500.0,797022.0,-168879.0,135017.0,34.22
2011-01-28,118500.0,867942.0,-220532.0,72601.0,34.27
2011-01-31,117000.0,948317.0,-156106.0,180208.0,34.39
2011-02-01,117500.0,565478.0,-113765.0,41693.0,34.42
2011-02-07,117500.0,481476.0,-45195.0,88367.0,34.48
2011-02-08,120000.0,771646.0,39983.0,57503.0,34.52
2011-02-09,120500.0,734161.0,182059.0,-19432.0,34.51
2011-02-10,117000.0,738684.0,51039.0,-72297.0,34.49
2011-02-11,116000.0,682683.0,105403.0,-39262.0,34.45
2011-02-14,121500.0,1495917.0,609723.0,-189273.0,34.26
2011-02-15,124000.0,1488002.0,368477.0,3792.0,34.26
2011-02-16,122500.0,1071040.0,194154.0,-94729.0,34.18
2011-02-17,118500.0,943816.0,25344.0,-98264.0,34.1
2011-02-18,118500.0,1141603.0,-84325.0,-130285.0,34.01
2011-02-21,120500.0,813168.0,-41192.0,177818.0,34.13
2011-02-22,119000.0,718849.0,-21290.0,82597.0,34.19
2011-02-23,117000.0,755211.0,84392.0,-77624.0,34.14
2011-02-24,116500.0,584456.0,-55561.0,95370.0,34.22
2011-02-25,117000.0,777743.0,-37033.0,5646.0,34.23
2011-02-28,111000.0,1712568.0,70239.0,-470510.0,33.9
2011-03-02,111500.0,781474.0,27899.0,38854.0,33.93
2011-03-03,113500.0,661153.0,4706.0,22107.0,33.94
2011-03-04,115000.0,727735.0,33006.0,70977.0,33.99
2011-03-07,113500.0,410613.0,6134.0,5639.0,33.99
2011-03-08,112000.0,1191157.0,-289575.0,-17854.0,33.98
2011-03-09,109500.0,1332389.0,-62742.0,-248091.0,33.8
2011-03-10,107500.0,1581431.0,-139004.0,-43418.0,33.77
2011-03-11,106000.0,794529.0,152148.0,-256034.0,33.56
2011-03-14,105000.0,1678293.0,-431876.0,312161.0,33.77
2011-03-15,101500.0,1628426.0,-177409.0,15078.0,33.79
2011-03-16,102500.0,892938.0,110827.0,-84712.0,33.74
2011-03-17,99400.0,1448559.0,-471191.0,14941.0,33.75
2011-03-18,100500.0,934141.0,-91720.0,58757.0,33.79
2011-03-21,102000.0,916262.0,28609.0,-29380.0,33.77
2011-03-22,101500.0,769053.0,-121972.0,42851.0,33.81
2011-03-23,104500.0,1563422.0,44757.0,7889.0,33.82
2011-03-24,105000.0,927713.0,-29715.0,178516.0,33.94
2011-03-25,106000.0,553484.0,-52756.0,76163.0,33.99
2011-03-28,106500.0,815905.0,-198508.0,136798.0,34.07
2011-03-29,106500.0,1290164.0,-237417.0,243475.0,34.23
2011-03-30,108000.0,901012.0,86553.0,21192.0,34.24
2011-03-31,105000.0,1444853.0,-174895.0,-289943.0,34.04
2011-04-01,105500.0,1178652.0,-272309.0,107069.0,34.13
2011-04-04,105000.0,739741.0,-216087.0,144573.0,34.23
2011-04-05,106000.0,1016625.0,133005.0,-188114.0,34.1
2011-04-06,105000.0,890115.0,-251558.0,154323.0,34.21
2011-04-07,103000.0,1183199.0,-259889.0,-156439.0,34.1
2011-04-08,102000.0,1039485.0,-227899.0,-69405.0,34.05
2011-04-11,103500.0,1136496.0,-48569.0,-126531.0,33.96
2011-04-12,101500.0,776380.0,-156610.0,-78568.0,33.91
2011-04-13,102500.0,706345.0,-32264.0,-97572.0,33.84
2011-04-14,102000.0,882660.0,-74503.0,-156173.0,33.73
2011-04-15,101000.0,1067724.0,-383566.0,51213.0,33.77
2011-04-18,100500.0,798449.0,-120019.0,47499.0,33.8
2011-04-19,105000.0,1472338.0,186340.0,-194561.0,33.67
2011-04-20,109000.0,2625327.0,756500.0,-45815.0,33.64
2011-04-21,108500.0,1542110.0,2806.0,216142.0,33.79
2011-04-22,109000.0,952525.0,-124127.0,98311.0,33.85
2011-04-25,106500.0,923328.0,-12396.0,-37355.0,33.83
2011-04-26,104500.0,1276080.0,-187102.0,-10765.0,33.82
2011-04-27,105000.0,1005850.0,-53117.0,47641.0,33.85
2011-04-28,107000.0,1552518.0,53620.0,243099.0,34.02
2011-04-29,103000.0,1500456.0,-359526.0,34475.0,34.04
2011-05-02,104500.0,766209.0,-64653.0,48557.0,34.08
2011-05-03,104500.0,986287.0,-93567.0,63873.0,34.12
2011-05-04,105500.0,507197.0,13591.0,78414.0,34.18
2011-05-06,106500.0,1371464.0,168497.0,207090.0,34.31
2011-05-09,106000.0,687232.0,-1015.0,43894.0,34.34
2011-05-11,113500.0,3099117.0,696826.0,-191778.0,34.21
2011-05-12,114000.0,2151061.0,532140.0,-118933.0,34.12
2011-05-13,115500.0,1857920.0,209247.0,150809.0,34.24
2011-05-16,114000.0,997306.0,31516.0,-95652.0,34.16
2011-05-17,113000.0,798851.0,-126008.0,65258.0,34.2
2011-05-18,112000.0,747242.0,-66171.0,-15941.0,34.19
2011-05-19,109500.0,1416467.0,-175670.0,69502.0,34.24
2011-05-20,108500.0,958705.0,-78003.0,42357.0,34.27
2011-05-23,102500.0,3396745.0,-145755.0,-262649.0,34.09
2011-05-24,101000.0,1000898.0,140615.0,-354208.0,33.91
2011-05-25,98700.0,1656553.0,-2791.0,-346201.0,33.67
2011-05-26,97700.0,2331282.0,-32241.0,-603869.0,33.2
2011-05-27,98000.0,1593408.0,54596.0,-533205.0,32.83
2011-05-30,97000.0,871837.0,-111908.0,-61832.0,32.79
2011-05-31,97200.0,1498534.0,-203139.0,19334.0,32.81
2011-06-01,98500.0,1170819.0,46807.0,-148772.0,32.72
2011-06-02,94200.0,2041765.0,-461136.0,34903.0,32.75
2011-06-03,93100.0,1610464.0,-364024.0,233329.0,32.9
2011-06-07,93300.0,796336.0,-33007.0,-65176.0,32.85
2011-06-08,90800.0,1306161.0,-341802.0,-153201.0,32.74
2011-06-09,91800.0,1092078.0,-80448.0,-43307.0,32.71
2011-06-10,87000.0,1858356.0,-318557.0,-185744.0,32.58
2011-06-13,86500.0,1138685.0,27571.0,-111564.0,32.57
2011-06-14,83100.0,2710446.0,-833663.0,-93876.0,32.57
2011-06-15,83000.0,2082456.0,-425695.0,43217.0,32.6
2011-06-16,81200.0,1047198.0,-158937.0,19130.0,32.61
2011-06-17,79800.0,1804498.0,11691.0,2901.0,32.62
2011-06-20,78600.0,1224986.0,65312.0,-198344.0,32.5
2011-06-21,82300.0,1325381.0,165739.0,-143321.0,32.43
2011-06-22,81400.0,1629515.0,130619.0,-442166.0,32.13
2011-06-23,80900.0,903763.0,-184360.0,-50169.0,32.1
2011-06-24,82600.0,1631917.0,281175.0,-192710.0,31.97
2011-06-27,82300.0,1169247.0,-87588.0,-220393.0,31.81
2011-06-28,82100.0,1247868.0,-68222.0,75842.0,31.87
2011-06-29,82300.0,960081.0,-193863.0,27913.0,31.97
2011-06-30,82900.0,894267.0,-171910.0,154057.0,32.09
2011-07-01,84900.0,1377855.0,66989.0,-22679.0,32.06
2011-07-04,86000.0,1133401.0,131183.0,-122558.0,31.98
2011-07-05,85000.0,1348870.0,-53421.0,-41478.0,31.95
2011-07-06,85000.0,897893.0,-8001.0,-21125.0,31.88
2011-07-07,83500.0,1361507.0,-221978.0,-266720.0,31.7
2011-07-08,83000.0,991763.0,-197149.0,-60226.0,31.65
2011-07-11,81800.0,1012724.0,-95334.0,-137085.0,31.56
2011-07-12,80300.0,1297848.0,-221180.0,176491.0,31.65
2011-07-13,81000.0,879556.0,-185705.0,96579.0,31.72
2011-07-14,79900.0,1340873.0,-365970.0,-140021.0,31.62
2011-07-15,82000.0,937550.0,-42134.0,96511.0,31.69
2011-07-18,81600.0,592968.0,32403.0,-46494.0,31.66
2011-07-19,82200.0,542296.0,79309.0,-79781.0,31.6
2011-07-20,83800.0,1083870.0,270033.0,241.0,31.6
2011-07-21,83900.0,528035.0,58923.0,25509.0,31.62
2011-07-22,83300.0,751119.0,-104478.0,80536.0,31.67
2011-07-25,82500.0,445757.0,-55337.0,113539.0,31.75
2011-07-26,81700.0,754426.0,-2419.0,-112587.0,31.67
2011-07-27,83800.0,1276008.0,-128054.0,65160.0,31.72
2011-07-28,81500.0,1209280.0,-233319.0,-44126.0,31.69
2011-07-29,80400.0,842510.0,-65276.0,-78451.0,31.63
2011-08-01,80900.0,693485.0,1161.0,-89949.0,31.57
2011-08-02,79900.0,774262.0,-94240.0,-53986.0,31.53
2011-08-03,77100.0,1295110.0,-272808.0,-70352.0,31.48
2011-08-04,73200.0,1911366.0,-291878.0,-223591.0,31.32
2011-08-05,68900.0,1826768.0,-200725.0,133321.0,31.41
2011-08-08,66300.0,1616555.0,-8241.0,77932.0,31.47
2011-08-09,60900.0,3094403.0,-27032.0,-383661.0,31.2
2011-08-10,62000.0,2432217.0,221619.0,-639597.0,30.76
2011-08-11,65000.0,2057022.0,82321.0,-21556.0,30.75
2011-08-12,64800.0,1949446.0,6411.0,-144261.0,30.65
2011-08-16,65000.0,2409959.0,-405259.0,119137.0,30.73
2011-08-17,62200.0,2300103.0,-491375.0,-24841.0,30.72
2011-08-18,58400.0,1950072.0,-407569.0,-12894.0,30.71
2011-08-19,55000.0,1996907.0,-133482.0,229886.0,30.88
2011-08-22,54600.0,1128240.0,137742.0,-298657.0,30.67
